,nazev,kategorie,adresa,lat,lon
306,Suterén Pub,vinarna,"Veveří 43, Brno",49.2019764,16.5983524
307,Na Štanýři,vinarna,"Obřanská 340/135, Brno",49.2269309,16.6472761
308,Restaurace a Cocktail bar Arca,vinarna,"Masarykova 14, Brno",49.1926227,16.610159200000002
309,Rescue bar,vinarna,"Štefánikova 131/61, Brno",49.21610870000001,16.5989687
310,Štatl,vinarna,"náměstí Svobody 3, Brno",49.1955276,16.6075364
311,JINEJ Bar,vinarna,"Běhounská 109/9, Brno",49.196274200000005,16.6088462
312,Tribunal - esports bar,vinarna,"Kopečná 14, Brno",49.1901357,16.6060111
313,Degustační bar a kavárna Weeno,vinarna,"Jemelkova 31, Brno",49.1677183,16.5566475
314,Rum bar,vinarna,"Slovákova 350/1, Brno",49.2001193,16.601743799999998
315,Bar Forrum,vinarna,"Skácelova 59, Brno",49.2215309,16.586057
316,Liquid Bread,vinarna,"Purkyňova 35, Brno",49.2211533,16.5847904
317,Shot bar,vinarna,"Kozí 12, Brno",49.1964532,16.609510500000003
318,Klub Živo u Palečka,vinarna,"Koliště 23, Brno",49.1990914,16.6123612
319,Bar 7 hříchů,vinarna,"Jakubská 7, Brno",49.19646029999999,16.6071302
320,Komín pub,vinarna,"Absolonova 10A, Brno",49.2188605,16.556875299999998
321,Van Morrison,vinarna,"Táborská 201/63, Brno",49.19519520000001,16.6467097
322,Atrium,vinarna,"Josefská 514/5, Brno",49.1927774,16.612341
323,DORAZ klub a bar,vinarna,"nám. Karla IV. 29a/29a, Brno",0.0,0.0
324,Dobré pivo,vinarna,"Starobrněnská 340/14, Brno",49.1925691,16.6068762
325,HighFive,vinarna,"Bašty 415/6, Brno",49.190821299999996,16.609685199999998
326,Pool Grill,vinarna,"Halasovo náměstí 7, Brno",49.2230557,16.6243971
327,Botanic Bar & Bistro,vinarna,"Botanická 19, Brno",49.2065415,16.6000147
328,Pivnice H30,vinarna,"Horova 30, Brno",49.214045,16.574573
329,Pivnice 8,vinarna,"Tábor 8, Brno",49.2108598,16.5875924
330,Shisha Original lounge & café,vinarna,"Husova 594/6, Brno",49.193000399999995,16.6051289
331,Jekyll & Hyde,vinarna,"Josefská 7, Brno",49.19255510000001,16.6125704
332,Cabaret des Péchés,vinarna,"Dominikánské nám. 2, Brno",49.194287100000004,16.6062225
333,Axiom Pub,vinarna,"Poštovská 68/3, Brno",49.194865500000006,16.610377300000003
334,Racek,vinarna,"Jungmannova 700/5, Brno",49.2207383,16.5957703
335,Severka,vinarna,"Tučkova 920/30, Brno",49.2077405,16.5979079
336,Caribic club,vinarna,"Běhounská 2/24, Brno",49.1973408,16.6091169
337,Perpetuum Music Club,vinarna,"Rooseveltova 584/9, Brno",49.1971197,16.6122225
338,U Starýho Billa,restaurace,"Kudelova 1853/5, Brno",49.2018664,16.6118621
339,Pizza Coloseum Brno,restaurace,"Vídeňská 223/1, Brno",49.1860734,16.5955074
340,Monte Bú,restaurace,"Údolní 532/76, Brno",49.2011865,16.583982000000002
341,Linden Restaurant & Pension,restaurace,"Mácova 188/5, Brno",49.2642497,16.5646875
342,Ristorante Piazza,restaurace,"náměstí Svobody 702/9, Brno",49.194787100000006,16.6088967
343,Bistro Marináda Store,restaurace,"Jiráskova třída 220/15, Brno",0.0,0.0
344,Bistro Ocean48,restaurace,"Palackého třída 704/13, Brno",49.220619,16.5963656
345,Mori Restaurant & Lounge,restaurace,"Česká 142/29, Brno",49.1922443,16.6113382
346,Koishi fish & sushi,restaurace,"Údolní 326/11, Brno",49.196524700000005,16.6012821
347,La Famiglia,restaurace,"Údolní 306/4, Brno",49.1970609,16.600874100000002
348,Steakový a pivní bar Pod Lékárnou BRNO,restaurace,"Slovákova 350/1, Brno",49.2001193,16.601743799999998
349,Amici Bistro & Delivery,restaurace,"Palackého třída 82, Brno",49.2239755,16.5949422
350,Soul Bistro,restaurace,"Jezuitská 7/10, Brno",49.1969526,16.610183199999998
351,Bistro Napoli,restaurace,"Jundrovská 43, Brno",49.214644899999996,16.558287
352,Steakhouse K1,restaurace,"Bubeníčkova 11, Brno",49.2015141,16.6372529
353,Jean Paul's,restaurace,"Běhounská 4, Brno",49.1959239,16.6091807
354,Bistro na osmičce,restaurace,"Merhautova 431/8, Brno",49.202960100000006,16.619587699999997
355,Suzie's Steak pub,restaurace,"Kounicova 681/10, Brno",49.201807,16.601960000000002
356,Pizzerie Ratejna,restaurace,"Dvořákova 588/13, Brno",49.196788299999994,16.6131874
357,Sushi-Miomi restaurant Brno,restaurace,"Holandská 10, Brno",49.1818738,16.6058316
358,Tusto Titanium,restaurace,"Nové sady 996/25, Brno",49.1874268,16.607223
359,Ristorante e Pizzeria Leonessa,restaurace,"Sukova 553/2, Brno",49.195994799999994,16.612324599999997
360,Gyros Taverna Athena,restaurace,"Štefánikova 71/4, Brno",49.2080969,16.604466199999997
361,Wang Running sushi,restaurace,"Jánská 453/9, Brno",49.1943597,16.6098932
362,Pizzerie Domazzi,restaurace,"Vodní 258/13, Brno",49.189775,16.604400599999998
363,Pizzerie Gazebo,restaurace,"Merhautova 977/101, Brno",49.210851,16.6240049
364,Modrá růže - Pivní a steakový bar,restaurace,"Kounicova 2, Brno",49.1999992,16.6051622
365,Bistro La Speranza,restaurace,"Lidická 32, Brno",49.2025917,16.6074345
366,Kavárna Pole,restaurace,"Durďákova 5, Brno",49.203537299999994,16.6186003
367,Sushi bar Tanuki,restaurace,"Příkop 4, Brno",49.2001436,16.6139364
368,Centrum SPORTMAX,restaurace,"Štouračova 1154/1a, Brno",49.2172329,16.5199628
369,Pizzerie a restaurace Tora,restaurace,"Solniční 239/11, Brno",49.1965817,16.6054153
370,Snackbar Adria,restaurace,"Masarykova 427/31, Brno",49.1919939,16.6107649
371,Babinský bistro,restaurace,"Špilberk 210/1 , Brno",49.1942121,16.5990225
372,Bistro La Canttina,restaurace,"Dukelská 80, Brno",49.2103609,16.633071100000002
373,Bistro Buddy st.23,restaurace,"Libušina tř. 23, Brno",0.0,0.0
374,Bistro Love Patatas,restaurace,"Běhounská 20, Brno",49.1971422,16.609118300000002
375,Pizzerie Verona,restaurace,"Ondrova 13/21, Brno",49.2353315,16.5280059
376,Bistro Plac,restaurace,"Kounicova 73, Brno",49.2115088,16.5927637
377,Bistro Soupárna,restaurace,"Údolní 51, Brno",49.1981984,16.5939194
378,MyRaw Food bistro,restaurace,"Komárovská 351/11, Brno",49.1810633,16.6196226
379,Bistro Andini,restaurace,"Pekárenská 330/12, Brno",49.2017715,16.6009743
380,Pastificio,restaurace,"Zelný trh 14-16, Brno",49.1923102,16.608949913257575
381,Pizzapunk,restaurace,"Jana Uhra 6/6, Brno",49.202375399999994,16.5958042
382,Restaurant Don Papa,restaurace,"Nad Přehradou 9, Brno",49.2228414,16.5144027
383,Botanic Bar & Bistro,restaurace,"Botanická 19, Brno",49.2065415,16.6000147
384,Jean Paul's bistro,restaurace,"Zelný trh 14, Brno",49.192705,16.6082557
385,Bistro kavárna U mlsných koček,restaurace,"Minská 41, Brno",49.2110817,16.5836165
386,Little Saigon Brno,restaurace,"Špitálka 124/37, Brno",49.192193599999996,16.620762
387,Bistro 22,restaurace,"Purkyňova 125, Brno",49.2332708,16.5723009
388,Red Piranha,restaurace,"Puškinova 1, Brno",49.21309229999999,16.577179
389,Garden Food Concept,restaurace,"Kounicova 39, Brno",49.201663,16.6016239
390,Doe Boy,restaurace,"Štefánikova 108/39, Brno",49.2116727,16.6016591
391,Pizzerie Viva,restaurace,"Králova 1, Brno",49.2110403,16.583156
392,Čínská restaurace Chutné Štěstí,rod. restaurace,"Lidická 1874/38, Brno",49.203315,16.6072603
393,Sabaidy,rod. restaurace,"třída Kpt. Jaroše 1942/29, Brno",49.2028908,16.6103832
394,Indická a nepálská restaurace Buddha,rod. restaurace,"Náměstí Svobody 21, Brno",49.194984000000005,16.6074347
395,Cukrárna-kavárna Smile,rod. restaurace,"náměstí 28. dubna 10/40, Brno",49.2265714,16.529909699999997
396,Bukovský kavárna - cukrářství,rod. restaurace,"Minská 2, Brno",49.2105506,16.586793
397,U Mlsné Rózy,rod. restaurace,"Dřevařská 24, Brno",49.209010299999996,16.6004738
398,U Emila,rod. restaurace,"Hybešova 224/13, Brno",49.18897020000001,16.6064791
399,Hospůdka U Bosé nohy,rod. restaurace,"Jiráskova 11, Brno",49.2005447,16.5963105
400,Městský plavecký stadion Lužánky,divadlo,"Sportovní 486/4, 602 00",49.2144398,16.606964
401,Aquapark Kohoutovice,divadlo,Chalabalova 946/2a 623 00 Brno,0.0,0.0
402,Sportovní a rekreační areál Kraví hora,divadlo,Údolní 76 602 00 Brno,49.2017752,16.5854724
403,Koupaliště Zábrdovice,divadlo,Zábrdovická 158/13 615 00 Brno,49.202268100000005,16.6333387
404,Koupaliště Riviéra,divadlo,Bauerova 322/7 603 00 Brno,0.0,0.0
405,Přírodní koupací biotop Brno-jih,divadlo,K Lávce 749/13 619 00 Brno,49.169479200000005,16.6201724
406,Masarykův okruh,divadlo,Masarykův okruh 201 66481 Ostrovačice,49.20398970000001,16.4429027
407,DRFG arena,divadlo,Křídlovická 911/34 603 00 Brno,0.0,0.0
408,Městská hala Vodova,divadlo,Vodova 108 612 00 Brno,49.22768765,16.583990055076672
409,Městský fotbalový stadion Srbská,divadlo,B. Němcové 2299/47 612 00 Brno,49.300009700000004,16.5423197
410,Městský baseballový stadion,divadlo,Sokolova 2h 616 00 Brno,49.1674664,16.6239185
411,Centrum sportovních aktivit VUT Brno,divadlo,Technická 2896/2 616 69 Brno,0.0,0.0
412,Boby Centrum – Laser Show Hall,divadlo,Sportovní 2A 602 00 Brno,49.212174700000006,16.6080133
413,Sportovně-rekreační areál Hněvkovského,divadlo,Komárov 617 00 Brno,49.1780597,16.624729000000002
414,Sokolovna a společenské centrum Stadion,divadlo,Kounicova 20 a 22  602 00 Brno,0.0,0.0
415,Posilovna Velký Průvan,divadlo,Vídeňská 28177,50.0203894,14.463977900000001
416,Posilovna Malý Průvan,divadlo,Celní 639 00,0.0,0.0
417,AZ FITNESS s.r.o,divadlo,Pražákova 1008/69,49.1761659,16.6055936
418,BIG ONE FITNESS,divadlo,Václavská 6,50.17486629999999,14.742232059483516
419,City Gym Brno,divadlo,Běhounská 22/24,49.19674929999999,16.609068
420,Energy fitness club,divadlo,Holandská 878/2,49.1802622,16.6057333
421,posilovna Hybeska,divadlo,Hybešova 437/46,50.0935573,14.4597837
422,Fitko Kameňák,divadlo,Oblá 469,49.17593495,16.555263949999997
423,Fitness 3000,divadlo,Divadelní 603,49.1948964,16.6142777
424,AFIT centrum BRNO,divadlo,Táborská 456/157,50.062729700000006,14.440439999999999
425,MišMaš Fitness Brno,divadlo,Gajdošova 4392/7,49.200996,16.645062300000003
426,BIG ONE FITNESS Club,divadlo,Benešova 14,49.1932651,16.6135442
427,Contours fitness,divadlo,Orlí 482/3,49.1932642,16.610245000000003
428,ELITE Wellness & Fitness centrum,divadlo,Husova 200,50.4353542,15.3600282
429,Ladie´s GYM,divadlo,Palackého tř. 516,49.094463,15.8916535
430,Best Gym Horova,divadlo,Horova 99,49.5960814,17.2891736
431,Fitness Boby,divadlo,"Bobycentrum, Sportovní 559/2A",49.212174700000006,16.6080133
432,Fitness centrum IRON GYM,divadlo,Řezáčova 805/5,49.22436939999999,16.557992900000002
433,Fitness Progym,divadlo,Kounicova 22/77b,49.211277700000004,16.5918188
434,Weisser Sport Centrum s.r.o.,divadlo,Hrnčířská 573,49.4149356,14.658594800000001
435,Lázeňské a relaxační centrum Rašínova,divadlo,Rašínova 643/12,49.197093599999995,16.6076683
436,Fitness Petra,divadlo,Labská 269,49.1710219,16.5595604
437,Fitness club ZONE4YOU,divadlo,tř. Gen. Píky 2026/11,0.0,0.0
438,Power Fitness,divadlo,Pekařská 25,50.1872889,14.658744699999998
439,Euforia Fitness,divadlo,Vodova 336/108,49.2268542,16.584096900000002
440,Fitness EMS,divadlo,Olomoucká 256/6,49.1903035,16.6336288
441,OLD STYLE GYM,divadlo,Cejl 107,49.2011143,16.6258407
442,HULK GYM,divadlo,Sportovní 581,50.068298399999996,14.4540981
443,BFIT.CZ,divadlo,Veveří 455/8,49.199231700000006,16.602904199999998
444,Jumping Fitness Brno,divadlo,Rašínova 12,49.197093599999995,16.6076683
445,SmartGym posilovna tuřany,divadlo,Východní 10,49.1438602,16.6712321
446,Be Strong ,divadlo,· Hudcova 504,49.236315000000005,16.5818891
447,Fitness Motivace,divadlo,Kounicova 46/48,49.2017005,16.6018492
448,Blackfield Gym,divadlo,nám. SNP 32/1140,0.0,0.0
449,Body Care - Sportovní a vzdělávací centrum,divadlo,Palackého tř. 1891/162,49.094463,15.8916535
450,Spinning & Fitness,divadlo,Kounicova 685/20,49.2031581,16.600704699999998
451,STAY FIT Brno,divadlo,Stará osada 3984,49.2021915,16.6402072
452,FRIENDS FITNESS,divadlo,Arbesova 12,49.2263086,16.6267911
453,Body Diamond,divadlo,Údolní 25,48.8539263,16.77518
454,Fitness u kostela,divadlo,nám. 28. dubna 15,49.2262652,16.529343400000002
455,Fitness Motivace,divadlo,"Sportovní areál TJ Tesla, Halasovo nám. 7",0.0,0.0
456,Blue Gym,divadlo,Kotlářská 989/51a,49.2076526,16.604109599999997
457,BodyTec Brno,divadlo,Smetanova 284,49.2038075,16.606427800000002
458,Fitness Evy Šabatové,divadlo,Horníkova 2485/34,49.2130784,16.6820408
459,Posilovna ORC,divadlo,Foerstrova 3046/2B,49.2163461,16.5789191
460,Bodyactive studio,divadlo,Palackého třída 3063/45,49.22287360000001,16.595071400000002
461,Fitness 2000,divadlo,Blatnická 4383,49.2087542,16.6578667
462,beFIT,divadlo,"81, Lidická 960",0.0,0.0
463,FIGURALINE - Fitness a rekondiční studio pro ženy,divadlo,Těshnohlídkova 964/11,0.0,0.0
464,Fortis Training,divadlo,"Nové Semilasso, Palackého tř. 3048/124",0.0,0.0
465,BODY EXPRESS,divadlo,Pražákova 1008/69,49.1761659,16.6055936
466,Gold's Gym Brno,divadlo,Hapalova 23,49.251334,16.587889
467,Matrix Gym,divadlo,tř. Kpt. Jaroše 28,0.0,0.0
468,Fit4All,divadlo,Chironova 8,49.1760833,16.548354
469,Gym&Joy,divadlo,Špitálka 124,48.944678100000004,17.175970899999996
470,Fit Centrum Machina,divadlo,Kolejní 2905,49.2313152,16.5704254
471,Venkovní posilovna Habřinova,divadlo,Habřinova 779,49.2262025,16.554458
472,SPCgym,divadlo,"76, Cejl 29",0.0,0.0
473,InCore Fitness,divadlo,Rokytova 4259/1,49.2093172,16.6479114
474,FITINN Fitnessstudio,divadlo,Nádražní 681,49.1892784,16.6064096
475,VUTGYM,divadlo,Údolní 244,50.030044700000005,14.407113199999998
476,BodyBody Brno,divadlo,Nové sady 25,49.1879232,16.6066202
477,Miss Women Fitness,divadlo,Orlí 542/27,49.1945097,16.6131353
478,Hany bany Brno - Komín,divadlo,Čichnova 1294/23a,49.2137473,16.5606584
479,Elite Gym Brno Training Centre,divadlo,Zábrdovická 25,49.2022886,16.6291965
480,FITNESS NA KONEČNÉ,divadlo,Libušina tř. 825,0.0,0.0
481,Campea Fitzone,divadlo,Studentská 1,48.9791095,14.4556225
482,KANTORFITNESS,divadlo,Dobrovského 96,49.21788170000001,16.588446400000002
483,CrossFit NewPark,divadlo,Heršpická 6,49.1807113,16.602712300000004
484,73GYM BRNO,divadlo,Pálavské nám. 5,49.205566600000004,16.6607122
485,SPORTMAX,divadlo,Štouračova 1154/1a,49.2172329,16.5199628
486,Wanderfit - EMS cvičení Brno,divadlo,M. Horákové 25,49.224462599999995,15.876041899999999
487,Czech Virus Gym,divadlo,Kubíčkova 1080/6,49.2208318,16.5182293
488,Ultimate Gym Brno,divadlo,Masarova 2428/9,49.206213399999996,16.675669
489,Eduard Knoll,divadlo,Masná 403/110,49.1821811,16.6259895
490,Soukromé Fitstudio,divadlo,Masná 403,49.1821811,16.6259895
491,Sportareál Družstevní,divadlo,Družstevní 1195,49.7141544,14.897528699999999
492,Hala Rosnička,divadlo,Horákova 3080,49.206502,16.5767196
493,Jumping Centrum Brno,divadlo,Husova 16,49.4088438,14.677165900000002
494,Orel jednota Brno - Bohunice,divadlo,Hraničky 301,49.1683864,16.5765821
495,Tělocvična Pod Hradem,divadlo,Údolní 221,49.4078827,14.6723928
496,PS fitness,divadlo,Tuřanka 1222/115,49.168460100000004,16.678929800000002
497,PP studio Brno - Horní Heršpice,divadlo,Vodařská 232,49.1763214,16.616457999999998
498,SPINNING-BRNO.cz,divadlo," 157, Táborská 456",0.0,0.0
499,Nové Fitness,divadlo,Komárovská 466,49.180597799999994,16.6187614
500,Osobní fitness trenér Michal Hatony,divadlo,Vídeňská 281/77,49.5906756,17.248476999999998
501,CONTOURS FITNESS IBC Brno,divadlo,Příkop 4,49.2001436,16.6139364
502,Fitpeople Modřice,divadlo,Brněnská 404,48.8080565,16.6379203
503,MONSTER Gym,divadlo,Tuřanka 1,49.176657399999996,16.6873833
504,Petr Sedláček fitness trenér,divadlo,Nádražní 681/2a,49.1892784,16.6064096
505,Muay Thai,divadlo,Dornych 102,49.183544399999995,16.6210813
506,Fit-studio Eva,divadlo,Vodařská 232,49.1763214,16.616457999999998
507,JETSAAM GYM BRNO,divadlo,Pálavské nám. 4246/5,49.2055745,16.6602478
508,mamaGYM Brno,divadlo,Špitálka 35,49.192322100000005,16.6208779
509,Yoga Brno - Fitness studio s.r.o.,divadlo,Dobrovského 96/29,49.21788170000001,16.588446400000002
510,TJ TESLA BRNO,divadlo,Halasovo nám. 826,49.2233723,16.624806200000002
511,4Comfort,divadlo,Fryčajova 698/29,49.2306694,16.6486834
512,COREGYM - Jan Florian,divadlo,Francouzská 421,49.2022862,16.6224651
513,Rehabfit Brno Kamechy 1025/55,divadlo,Kamechy 1025/55,49.2157364,16.4948305
514,Gym Blue Sun,divadlo,Jihomoravské nám. 3/3,49.1794926,16.6858771
515,Eva Veselá,divadlo,Jílová 168,49.177529299999996,16.593920699999998
516,Wellness Centrum Martiny Zábranské,divadlo,M. Horákové 9,49.223882,15.876918300000002
517,Yoga Brno - Fitness studio s.r.o.,divadlo,Lidická 702/23,49.770723100000005,13.376667600000001
518,Roma gym,divadlo,Soudní 241/11,49.1999226,16.621668099999997
519,Fitcentrum Kounicova,divadlo,Kounicova 46,49.2089706,16.5952923
520,Michal Hatony - Fitness trenér,divadlo,Divadelní,49.742476399999994,18.6136478
521,Petra Pláničková (Urbánková),divadlo,Rokytova 1,49.2093172,16.6479114
522,Pavel Řezáč - fitness trenér a masér,divadlo,Sportovní 559/2A,50.068298399999996,14.4540981
523,Dětská jóga - Yoga Brno - Fitness studio s.r.o.,divadlo,Zábrdovická 25/2,49.2022886,16.6291965
524,The Little Gym Brno,divadlo,Kigginsova 2,49.18117705,16.66819979812376
525,MYSTIK Brno - SPINNING® centrum Židenice,divadlo,Gajdošova 4392,49.200996,16.645062300000003
526,CrossFit DESTINY,divadlo,Palackého tř. 250/29,49.094463,15.8916535
527,Pilates Havlik (areál Mišmaš fitness centrum),divadlo,Gajdošova 7,49.200996,16.645062300000003
528,Tančící dům,divadlo,Špitálka 124,48.944678100000004,17.175970899999996
529,Fit Studio Jana,divadlo,Veveří 486,49.20320039999999,16.5968983
530,Aqua aerobic Brno,divadlo,Arménská 573/21,49.1678109,16.5806125
531,Fitness By Michaela,divadlo,Gajdošova 4392,49.200996,16.645062300000003
532,Active Fitness,divadlo,Družstevní 21,50.0623934,14.445889000000001
533,Posilovna Říčany,divadlo,V Dědině 650,49.2137374,16.390264000000002
534,Dětské hřiště Vodní,divadlo,Kopečná 917,48.9928744,16.8635614
535,CrossFit MadMan,divadlo,Vídeňská 297/99,50.0203894,14.463977900000001
536,Lázně Rašínova,divadlo,Rašínova 643,50.0755201,14.713448800000002
537,Tenisové kurty a hala fit4all,divadlo,Chironova 544/8,49.1760833,16.548354
538,Aquapark Kohoutovice,divadlo,Chalabalova 946/2a,49.193199799999995,16.5412361
539,Lucie Kopečná,divadlo,Masná 403/110,49.1821811,16.6259895
540,MY FIT I active & pilates studio Lenky Velínské a Romana Ondráška,divadlo,Koliště 1912,49.199971500000004,16.6098167
541,Zumba s Míšou - Zumba v Brně,divadlo,Václavská 6,50.17486629999999,14.742232059483516
542,PILATES POINT,divadlo,Jílová 29b,49.1791414,16.5937679
543,Tréninkové centrum Brno,divadlo,Sochorova 19/22,49.2135991,16.567061900000002
544,BODY EXPRESS,divadlo,Moravské nám. 14,49.1994546,16.6053415
545,Centrum Tance Brno,divadlo,Hybešova 255/17,49.18904860000001,16.605447899999998
546,Workout hřiště,divadlo,Lužánecká 1888/10,49.2044105,16.6091876
547,Beat Up Calisthenics,divadlo,Stará 11,29.9638125,31.105370500000003
548,Kuželna KK Moravská Slávia Brno,divadlo,Vojtova 541/12,49.1836016,16.596168300000002
549,Dream Team Kickbox Brno,divadlo,Žižkova 3044,48.8148305,16.6522633
550,masáže/ jóga,divadlo,Veveří 476/39,49.2017435,16.598672
551,Atletický tunel,divadlo,Oblá 469,49.17593495,16.555263949999997
552,FitCoach,divadlo,Dvořákova 13,50.3280519,13.544024400000001
553,SK TART Moravská Slávia Brno,divadlo,Vojtova 785,49.1833939,16.5991897
554,Akademie karate Brno,divadlo,Václavská 237/6,49.189528,16.5974625
555,Sportovní hala TJ Sokol Brno I,divadlo,Kounicova 20,49.2031581,16.600704699999998
556,Fitness & Wellness Shop ForActiv.cz Brno,divadlo,"75, Plotní 688",0.0,0.0
557,Taurus Club z.s,divadlo,Cejl 494/25,49.1975969,16.617956099999997
558,Movement education,divadlo,Kounicova 685,49.2031581,16.600704699999998
559,Jízdárna Brno Veveří,divadlo,Žižkova 980,48.8148305,16.6522633
560,Kuželna SK Brno-Žabovřesky,divadlo,Fanderlíkova 3083/17,49.212033,16.5721053
561,VSK VUT Skurut Hai Brno florbalový tým,divadlo,Technická 3013/14,49.226602,16.573361
562,MMAG Brno,divadlo,Rybnická 60/75,48.9734252,22.189350199999996
563,Yoga Shala Brno,divadlo,"18, Hybešova 256",49.189279,16.6046024
564,Iyengar Yoga Centrum Brno,divadlo,Botanická 51,48.147818,17.0646319
